13107.000000,836.471435,0.000000,0.000000
13107.000000,836.473430,2.000000,1.000000
13107.000000,836.485629,3.000000,3.000000
13107.000000,836.494654,6.000000,5.000000
13107.000000,836.494654,6.000000,6.000000
13107.000000,836.553397,8.000000,7.000000
13107.000000,836.559267,8.000000,7.000000
13107.000000,836.563508,8.000000,8.000000
13107.000000,836.564658,9.000000,8.000000
13107.000000,836.564658,8.000000,8.000000
13107.000000,836.569294,9.000000,8.000000
13107.000000,836.574702,9.000000,8.000000
13107.000000,836.574702,9.000000,8.000000
13107.000000,836.586721,9.000000,8.000000
13107.000000,836.595695,9.000000,8.000000
13107.000000,836.604638,9.000000,9.000000
13107.000000,836.638686,9.000000,8.000000
13107.000000,836.639830,9.000000,8.000000
13107.000000,836.640876,9.000000,8.000000
13107.000000,836.669821,10.000000,9.000000
13107.000000,836.669821,9.000000,8.000000
13107.000000,836.673538,9.000000,8.000000
13107.000000,836.726711,9.000000,8.000000
13107.000000,836.727709,9.000000,8.000000
13107.000000,836.728711,9.000000,8.000000
13107.000000,836.729703,9.000000,9.000000
13107.000000,836.731699,9.000000,8.000000
13107.000000,836.733696,9.000000,8.000000
13107.000000,836.763263,9.000000,8.000000
13107.000000,836.763263,9.000000,8.000000
13107.000000,836.765224,9.000000,9.000000
13107.000000,836.767219,9.000000,8.000000
13107.000000,836.775198,9.000000,8.000000
13107.000000,836.814595,9.000000,8.000000
13107.000000,836.816589,9.000000,9.000000
13107.000000,836.818591,9.000000,8.000000
13107.000000,836.819579,9.000000,8.000000
13107.000000,836.851905,9.000000,8.000000
13107.000000,836.853656,8.000000,8.000000
13107.000000,836.855042,9.000000,9.000000
13107.000000,836.902221,9.000000,8.000000
13107.000000,836.902221,9.000000,8.000000
13107.000000,836.903258,10.000000,9.000000
13107.000000,836.907213,8.000000,7.000000
13107.000000,836.911737,9.000000,9.000000
13107.000000,836.916138,9.000000,8.000000
13107.000000,836.917146,9.000000,9.000000
13107.000000,836.948816,9.000000,8.000000
13107.000000,836.948816,9.000000,8.000000
13107.000000,836.949825,9.000000,8.000000
13107.000000,836.976521,9.000000,9.000000
13107.000000,836.979479,9.000000,8.000000
13107.000000,836.982024,9.000000,8.000000
13107.000000,836.994678,8.000000,9.000000
13107.000000,837.001006,9.000000,8.000000
13107.000000,837.001006,9.000000,8.000000
13107.000000,837.029157,9.000000,9.000000
13107.000000,837.030154,9.000000,8.000000
13107.000000,837.059764,9.000000,8.000000
13107.000000,837.059764,9.000000,9.000000
13107.000000,837.061277,9.000000,8.000000
13107.000000,837.062315,9.000000,8.000000
13107.000000,837.097102,9.000000,9.000000
13107.000000,837.103689,9.000000,8.000000
13107.000000,837.103689,8.000000,8.000000
13107.000000,837.104724,9.000000,9.000000
13107.000000,837.114283,10.000000,8.000000
13107.000000,837.140371,8.000000,8.000000
13107.000000,837.141368,9.000000,8.000000
13107.000000,837.173667,9.000000,8.000000
13107.000000,837.173667,10.000000,8.000000
13107.000000,837.174701,8.000000,9.000000
13107.000000,837.175697,9.000000,8.000000
13107.000000,837.207402,9.000000,8.000000
13107.000000,837.209430,9.000000,9.000000
13107.000000,837.239842,9.000000,8.000000
13107.000000,837.239842,9.000000,8.000000
13107.000000,837.239842,9.000000,8.000000
13107.000000,837.241463,9.000000,9.000000
13107.000000,837.274966,8.000000,8.000000
13107.000000,837.274966,9.000000,8.000000
13107.000000,837.284553,9.000000,9.000000
13107.000000,837.285550,9.000000,8.000000
13107.000000,837.286548,9.000000,8.000000
13107.000000,837.319836,9.000000,9.000000
13107.000000,837.326236,9.000000,8.000000
13107.000000,837.329846,9.000000,8.000000
13107.000000,837.336140,9.000000,9.000000
13107.000000,837.363542,8.000000,8.000000
13107.000000,837.363542,9.000000,8.000000
13107.000000,837.366121,9.000000,9.000000
13107.000000,837.397342,9.000000,8.000000
13107.000000,837.398016,9.000000,8.000000
13107.000000,837.403105,9.000000,9.000000
13107.000000,837.407139,9.000000,8.000000
13107.000000,837.437418,9.000000,8.000000
13107.000000,837.438013,9.000000,8.000000
13107.000000,837.438013,9.000000,9.000000
13107.000000,837.440014,9.000000,8.000000
13107.000000,837.467114,9.000000,9.000000
13107.000000,837.468310,8.000000,8.000000
13107.000000,837.471256,9.000000,8.000000
13107.000000,837.534876,9.000000,8.000000
13107.000000,837.534876,9.000000,9.000000
13107.000000,837.535915,9.000000,8.000000
13107.000000,837.536914,9.000000,8.000000
13107.000000,837.539829,8.000000,9.000000
13107.000000,837.541089,9.000000,8.000000
13107.000000,837.569876,9.000000,8.000000
13107.000000,837.569876,9.000000,9.000000
13107.000000,837.571063,9.000000,8.000000
13107.000000,837.572244,9.000000,8.000000
13107.000000,837.637419,9.000000,9.000000
13107.000000,837.638018,8.000000,8.000000
13107.000000,837.639022,10.000000,9.000000
13107.000000,837.640018,8.000000,7.000000
13107.000000,837.641015,9.000000,9.000000
13107.000000,837.642430,9.000000,8.000000
13107.000000,837.643460,9.000000,8.000000
13107.000000,837.648450,8.000000,8.000000
13107.000000,837.674103,9.000000,8.000000
13107.000000,837.738108,9.000000,9.000000
13107.000000,837.741279,9.000000,8.000000
13107.000000,837.741279,9.000000,8.000000
13107.000000,837.741279,9.000000,8.000000
13107.000000,837.743578,8.000000,8.000000
13107.000000,837.744609,10.000000,9.000000
13107.000000,837.747502,8.000000,8.000000
13107.000000,837.748519,9.000000,8.000000
13107.000000,837.841236,9.000000,8.000000
13107.000000,837.841236,8.000000,8.000000
13107.000000,837.842279,9.000000,8.000000
13107.000000,837.844894,9.000000,9.000000
13107.000000,837.844894,9.000000,7.000000
13107.000000,837.845928,8.000000,9.000000
13107.000000,837.846928,9.000000,8.000000
13107.000000,837.847929,9.000000,8.000000
13107.000000,837.849888,9.000000,8.000000
13107.000000,837.852238,8.000000,8.000000
13107.000000,837.943646,9.000000,8.000000
13107.000000,837.943646,9.000000,8.000000
13107.000000,837.944687,8.000000,8.000000
13107.000000,837.945684,9.000000,8.000000
13107.000000,837.948680,9.000000,8.000000
13107.000000,837.949692,8.000000,9.000000
13107.000000,837.951245,9.000000,8.000000
13107.000000,837.951245,9.000000,8.000000
13107.000000,837.952299,9.000000,8.000000
13107.000000,837.954629,8.000000,8.000000
13107.000000,837.954629,9.000000,8.000000
13107.000000,838.049534,9.000000,8.000000
13107.000000,838.051040,9.000000,8.000000
13107.000000,838.052050,8.000000,8.000000
13107.000000,838.053048,9.000000,8.000000
