tiempo,muestravelr_izq,velr_der,sensor_izq,sensor_frontal_izq,sensor_frontal_der,sensor_der,imu_acc_x,imu_acc_y,imu_w_x,imu_w_y,imu_m_x,imu_m_y
3451.683177,0.803900,0.361500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3451.720219,0.809800,0.363500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3451.756745,0.815600,0.365200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3451.797746,0.821400,0.366600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3451.868195,0.827100,0.367700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3451.876203,0.832600,0.368400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3451.916239,0.838100,0.368900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3451.949220,0.843500,0.369000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3451.990171,0.848900,0.368800,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.052189,0.854100,0.368300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.077212,0.859300,0.367500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.107239,0.864300,0.366500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.141740,0.869300,0.365100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.182753,0.874200,0.363400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.233181,0.879000,0.361400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.276220,0.883800,0.359200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.297165,0.888400,0.356600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.333492,0.892900,0.353800,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.374614,0.897400,0.350700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.416658,0.901800,0.347300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.465703,0.906000,0.343700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.489626,0.910200,0.339800,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.525807,0.914300,0.335600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.567508,0.918300,0.331200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.606555,0.922200,0.326500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.651596,0.926100,0.321600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.681513,0.929800,0.316400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.719194,0.933400,0.311000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.783172,0.937000,0.305400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.817205,0.940400,0.299500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.836222,0.943800,0.293400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.874753,0.947000,0.287100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.911633,0.950200,0.280600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3452.963178,0.953300,0.273900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.011240,0.956200,0.267000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.027230,0.959100,0.259900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.067199,0.961900,0.252600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.104236,0.964600,0.245100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.144171,0.967200,0.237400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.190213,0.969700,0.229600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.218760,0.972100,0.221600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.259760,0.974400,0.213500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.321156,0.976600,0.205200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.334159,0.978700,0.196700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.375207,0.980700,0.188100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.410449,0.982600,0.179400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.448142,0.984400,0.170500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.506091,0.986100,0.161500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.552133,0.987700,0.152500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.567147,0.989200,0.143300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.604251,0.990600,0.134000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.640780,0.992000,0.124600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.689185,0.993200,0.115100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.739216,0.994300,0.105500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.759235,0.995300,0.095900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.796268,0.996200,0.086200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.832301,0.997000,0.076400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.875340,0.997800,0.066600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.926387,0.998400,0.056700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.951408,0.998900,0.046800,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3453.988443,0.999300,0.036900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.025476,0.999600,0.026900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.066513,0.999900,0.016900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.113556,1.000000,0.006900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.144584,1.000000,-0.003100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.180617,0.999900,-0.013100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.242673,0.999700,-0.023000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.293720,0.999500,-0.033000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.300726,0.999100,-0.043000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.340762,0.998600,-0.052900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.381799,0.998000,-0.062800,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.433847,0.997300,-0.072600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.484893,0.996600,-0.082400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.500907,0.995700,-0.092100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.537463,0.994700,-0.101800,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.578443,0.993600,-0.111400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.625153,0.992400,-0.120900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.670734,0.991200,-0.130300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.697198,0.989800,-0.139700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.734379,0.988300,-0.148900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.808719,0.986700,-0.158000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.816726,0.985100,-0.167100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.869794,0.983300,-0.176000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.894228,0.981400,-0.184700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.935235,0.979500,-0.193400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3454.998182,0.977400,-0.201900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.012195,0.975200,-0.210300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.052231,0.973000,-0.218500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.090806,0.970600,-0.226500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.131270,0.968100,-0.234400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.182331,0.965600,-0.242200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.229373,0.962900,-0.249700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.250379,0.960200,-0.257100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.287033,0.957400,-0.264300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.350168,0.954400,-0.271200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.369186,0.951400,-0.278000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.411241,0.948300,-0.284600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.446914,0.945000,-0.291000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.488132,0.941700,-0.297200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.551337,0.938300,-0.303100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.565356,0.934800,-0.308800,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.602753,0.931200,-0.314300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.643818,0.927500,-0.319600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.684818,0.923700,-0.324600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.733198,0.919900,-0.329400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.778256,0.915900,-0.333900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.803254,0.911800,-0.338200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.840244,0.907700,-0.342200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.896185,0.903400,-0.345900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.922210,0.899100,-0.349400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3455.962246,0.894700,-0.352600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.000244,0.890200,-0.355500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.041245,0.885600,-0.358200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.098543,0.880900,-0.360600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.143584,0.876100,-0.362700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.157597,0.871200,-0.364500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.196827,0.866300,-0.366000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.237829,0.861200,-0.367200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.273949,0.856100,-0.368100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.319991,0.850900,-0.368700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.356411,0.845600,-0.369000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.393254,0.840200,-0.369000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.452192,0.834800,-0.368600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.502249,0.829200,-0.368000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.512258,0.823600,-0.367100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.553257,0.817900,-0.365800,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.593788,0.812100,-0.364200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.633184,0.806200,-0.362300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.679768,0.800300,-0.360100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.708117,0.794200,-0.357600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.749465,0.788100,-0.354700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.814534,0.781900,-0.351500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.827546,0.775600,-0.348000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.868583,0.769300,-0.344100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.908480,0.762900,-0.339900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.946311,0.756400,-0.335400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3456.995396,0.749800,-0.330500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.043450,0.743100,-0.325400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.065314,0.736400,-0.319900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.105842,0.729600,-0.314000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.170169,0.722700,-0.307900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.202830,0.715800,-0.301400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.224846,0.708700,-0.294500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.261846,0.701700,-0.287400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.302467,0.694500,-0.279900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.353527,0.687300,-0.272100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.397567,0.680000,-0.263900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.420915,0.672600,-0.255400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.461284,0.665200,-0.246700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.520243,0.657700,-0.237500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.540262,0.650100,-0.228100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.584301,0.642500,-0.218400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.617842,0.634800,-0.208300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.658843,0.627000,-0.197900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.719176,0.619200,-0.187200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.763215,0.611300,-0.176200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.777161,0.603400,-0.164900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.814846,0.595400,-0.153200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.855426,0.587300,-0.141300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.896187,0.579200,-0.129100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.957244,0.571000,-0.116600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3457.974329,0.562800,-0.103700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.015295,0.554500,-0.090600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.051426,0.546100,-0.077300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.094196,0.537700,-0.063600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.140238,0.529200,-0.049600,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.170865,0.520700,-0.035400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.211601,0.512200,-0.020900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.271177,0.503600,-0.006100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.316218,0.494900,0.008900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.327227,0.486200,0.024200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.367144,0.477400,0.039700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.404281,0.468600,0.055500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.454152,0.459700,0.071500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.502195,0.450800,0.087800,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.519143,0.441900,0.104200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.560331,0.432900,0.121000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.596447,0.423900,0.137900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.633330,0.414800,0.155100,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.677370,0.405700,0.172400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.711748,0.396500,0.190000,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.748347,0.387300,0.207800,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.810462,0.378100,0.225800,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.855503,0.368800,0.243900,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.866513,0.359500,0.262300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.904302,0.350100,0.280800,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.940876,0.340700,0.299500,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3458.997362,0.331300,0.318300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3459.043403,0.321900,0.337300,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3459.059418,0.312400,0.356400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3459.096492,0.302900,0.375700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3459.133462,0.293300,0.395200,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3459.184188,0.283800,0.414700,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3459.230232,0.274100,0.434400,0.140000,21.000000,23.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
